1,1,1.63504e-07,0.000432349
0.787547,0.86813,1.28767e-07,0.000375335
0.790539,0.869926,1.29256e-07,0.000376112
0.807379,0.879529,1.3201e-07,0.000380264
0.784388,0.866249,1.2825e-07,0.000374522
0.785749,0.867074,1.28473e-07,0.000374879
0.783369,0.865631,1.28084e-07,0.000374255
0.782749,0.865255,1.27982e-07,0.000374092
0.782749,0.865255,1.27983e-07,0.000374092
0.78275,0.865255,1.27983e-07,0.000374092
0.782749,0.865255,1.27982e-07,0.000374092
0.78316,0.865518,1.2805e-07,0.000374206
0.901679,0.943914,1.47428e-07,0.000408101
1.1629,1.10123,1.90138e-07,0.000476118
0.752459,0.843948,1.2303e-07,0.00036488
0.763861,0.852798,1.24894e-07,0.000368706
0.819173,0.882398,1.33938e-07,0.000381504
0.862629,0.899988,1.41043e-07,0.000389109
0.911766,0.917304,1.49077e-07,0.000396596
0.781749,0.864756,1.27819e-07,0.000373877
0.838339,0.900033,1.37072e-07,0.000389128
1.19946,1.07117,1.96117e-07,0.00046312
1.02185,0.987111,1.67077e-07,0.000426776
0.581459,0.726951,9.50707e-08,0.000314297
0.448072,0.615541,7.32615e-08,0.000266129
0.427566,0.577387,6.99086e-08,0.000249633
0.391097,0.558728,6.39458e-08,0.000241565
0.408118,0.568104,6.67288e-08,0.000245619
0.451688,0.58658,7.38526e-08,0.000253607
0.480371,0.595714,7.85426e-08,0.000257557
0.474824,0.58378,7.76356e-08,0.000252397
0.358878,0.552274,5.86779e-08,0.000238775
0.337987,0.540772,5.52622e-08,0.000233802
0.332149,0.532635,5.43077e-08,0.000230284
0.389807,0.57224,6.37349e-08,0.000247407
0.426849,0.591806,6.97914e-08,0.000255867
0.332235,0.532693,5.43216e-08,0.000230309
0.332769,0.533151,5.4409e-08,0.000230507
0.386205,0.584556,6.31459e-08,0.000252732
0.476129,0.658611,7.78489e-08,0.00028475
0.63193,0.764801,1.03323e-07,0.000330661
0.350517,0.545617,5.73109e-08,0.000235897
0.47866,0.665389,7.82627e-08,0.000287681
0.335767,0.53615,5.48991e-08,0.000231804
0.338578,0.538959,5.53587e-08,0.000233019
0.350977,0.550921,5.7386e-08,0.00023819
0.335341,0.535711,5.48296e-08,0.000231614
0.333872,0.534296,5.45893e-08,0.000231002
0.332803,0.533262,5.44145e-08,0.000230555
0.332149,0.532635,5.43076e-08,0.000230284
0.332144,0.532629,5.43067e-08,0.000230282
0.332144,0.532629,5.43067e-08,0.000230282
0.332621,0.533121,5.43847e-08,0.000230495
0.379493,0.58105,6.20486e-08,0.000251216
0.482802,0.677899,7.894e-08,0.000293089
0.340919,0.542456,5.57415e-08,0.000234531
0.358149,0.55992,5.85588e-08,0.000242081
0.38731,0.582413,6.33266e-08,0.000251806
0.419654,0.60343,6.8615e-08,0.000260893
0.474607,0.626302,7.76e-08,0.000270781
0.357736,0.559589,5.84912e-08,0.000241938
0.403891,0.60346,6.60377e-08,0.000260905
0.749534,0.896775,1.22552e-07,0.00038772
0.650238,0.833529,1.06316e-07,0.000360376
0.50013,0.727716,8.17731e-08,0.000314627
0.409976,0.643237,6.70326e-08,0.000278103
0.344463,0.567415,5.6321e-08,0.000245322
0.348614,0.542097,5.69998e-08,0.000234375
0.36876,0.552275,6.02937e-08,0.000238776
0.394143,0.562315,6.44438e-08,0.000243116
0.42504,0.57224,6.94956e-08,0.000247407
0.363375,0.5368,5.94132e-08,0.000232085
0.337987,0.540772,5.52622e-08,0.000233802
0.358878,0.552274,5.86779e-08,0.000238775
0.389813,0.572246,6.37359e-08,0.00024741
0.426849,0.591806,6.97914e-08,0.000255867
0.332241,0.532699,5.43226e-08,0.000230312
0.332714,0.533101,5.44e-08,0.000230486
0.386205,0.584556,6.3146e-08,0.000252732
0.476131,0.658612,7.78492e-08,0.00028475
0.631928,0.764799,1.03323e-07,0.00033066
0.350517,0.545616,5.73108e-08,0.000235897
0.478652,0.665383,7.82614e-08,0.000287678
0.33576,0.536144,5.48981e-08,0.000231801
0.338578,0.538959,5.53587e-08,0.000233019
0.350977,0.550921,5.7386e-08,0.00023819
0.335341,0.53571,5.48295e-08,0.000231614
0.333872,0.534296,5.45894e-08,0.000231002
0.332803,0.533262,5.44145e-08,0.000230555
